"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22225","User Logs into Visitcloud page","","Mon Jul 14 13:10:46 IST 2025","passed","Mon Jul 14 13:11:08 IST 2025","","login to Visitcloud page","",""
