"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13766","User Logs into Visitcloud page","","Fri Jul 11 12:01:17 IST 2025","passed","Fri Jul 11 12:01:31 IST 2025","","login to Visitcloud page","",""
