"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24974","User Logs into Visitcloud page","","Mon Jul 14 09:30:15 UTC 2025","passed","Mon Jul 14 09:30:40 UTC 2025","","login to Visitcloud page","",""
